集,条文数,年龄,吉凶断词
巳集,6871,73，74,享平安之福，绝门外之嚣。
巳集,6872,59，60,动静有常，好景相送。
巳集,6873,,兄弟十人，乐奏几般音。
巳集,6874,21,生子克子，好坏同庆。
巳集,6875,51,几阵香风生绣户，一轮明月照闺门。
巳集,6876,43，44,寻师访友，无往不利。
巳集,6877,60,甲子一周必寿数。
巳集,6878,51,子登黄甲。
巳集,6879,25，26,太平官职，眼前奏捷。
巳集,6880,,逢运之年方进步。
巳集,6881,51,春风阳气，景物自如。
巳集,6882,48,日转南楼夜未光，子规啼处断肝肠。
巳集,6883,35，36,若远若近，依稀行程。
巳集,6884,,学得一技好手艺，从无人敢问前行。
巳集,6885,17，18,云开见太阳，行人乐无疆。
巳集,6886,51，52,时乎顺时乎，逆主灾晦遇。
巳集,6887,,克子生子，喜惧同庆。
巳集,6888,29，30,房考之年。
巳集,6889,45，46,东君一夜转阳和，惟报今年喜气多。
巳集,6890,23，24,炉中伏火，黄金消瘦。
巳集,6891,29，30,演武及第。
巳集,6892,27，28,韶光得失，人事往来。
巳集,6893,63,乡科及第。
巳集,6894,63，64,一个青龙共白虎，数声鹊噪与鸦鸣。
巳集,6895,49，50,穷睇盼于中天，极游于暇日。
巳集,6896,,金年克妻，火年再娶方合。
巳集,6897,,癫疯之疾，前生恶报。
巳集,6898,28,不足于心，事多拂意。
巳集,6899,20,少年克妻，闷之如何。
巳集,6900,61,数尽归西日，花甲加一春。
巳集,6901,73，74,悠然无事饶生趣。
巳集,6902,59，60,暮诵朝歌，太平之曲。
巳集,6903,62,叹君寿上，花甲有二春。
巳集,6904,36,流年不利，多困多滞。
巳集,6905,,时逢底绩，家门赫奕。
巳集,6906,,命带文昌，夫登金榜。
巳集,6907,8,啾唧不免，灵童之戏。
巳集,6908,41，42,辛勤日夜费精神，转发如今物色新。
巳集,6909,,注定参真入道，水土年方合
巳集,6910,25，26,春风鼓舞，意相从舒。
巳集,6911,,祖业淡薄，数内先注。
巳集,6912,,腐艇休从沧海过，颠车莫向大街行。
巳集,6913,68,数该生子。
巳集,6914,,四子送老，三子挺秀。
巳集,6915,9，10,九岁十岁路坦夷，春日迟乐意。
巳集,6916,39，40,忧闷既觉为安乐，梦忆昏昏今始明。
巳集,6917,,坐钓渭溪，财官着手。
巳集,6918,25,际遇际亨，事多就绪。
巳集,6919,47,贵人提携，事乃克济。
巳集,6920,25,数该生子。
巳集,6921,60,悠然无事，饶有生趣。
巳集,6922,15，16,梅花吐秀，万卉争妍。
巳集,6923,,数中注定，职受异子。
巳集,6924,71，72,事乖从意外，破财不安然。
巳集,6925,11，12,花蕊初红，不怕风雨。
巳集,6926,,兄弟十人，同父各母。
巳集,6927,59，60,惆怅复惆怅，年来运未来。
巳集,6928,48,命有刑伤，妇之不幸。
巳集,6929,,兄弟五人，同父各母。
巳集,6930,50,虽然子来晚，亦可作家珍。
巳集,6931,,画饼难充饥，行人不相宜。
巳集,6932,21，22,征马板桥霜露冷，行人巫峡波浪涛。
巳集,6933,,连宵风雨阻行人，今日晴明趁早行。
巳集,6934,,若问寿元事，六旬有二是归期。
巳集,6935,21，22,遇良医大痛不死。
巳集,6936,23，24,吉曜相照，人物和畅。
巳集,6937,,姐妹同胎，相貌同近。
巳集,6938,25，26,才展丝纶，羽扇纶巾。
巳集,6939,,否极泰来，万象更新。
巳集,6940,,命带血迹关，祈祷自安然。
巳集,6941,,流年不利，当有灾晦。
巳集,6942,53,一去不能返，幽魂入黄泉。
巳集,6943,,三岁啾唧，不安宁兮。
巳集,6944,23，24,谋事顺利，谋之有益。
巳集,6945,31,啭哒之职，必有变迁。
巳集,6946,,有妻当活离，缘薄不相宜。
巳集,6947,45，46,无端百舌闹枝头，恨报东风人在楼。
巳集,6948,70,年寿七十而止。
巳集,6949,51，52,房考之年。
巳集,6950,50,乡科及第。
巳集,6951,,数该生子。
巳集,6952,13，14,运转时来，图谋有益。
巳集,6953,57，58,父死之年，三年泣血。
巳集,6954,55，56,青矜有分，得失无常。
巳集,6955,40,喜吉之象，天道还转。
巳集,6956,41，42,歌舞楼中声寂寂，今朝别去旧龙亭。
巳集,6957,64,职授学校，荣任之誉。
巳集,6958,,数有徒弟，得以送老。
巳集,6959,,堂上自有老慈亲。
巳集,6960,44,福来人共庆，咸道好春光。
巳集,6961,,官至执事。
巳集,6962,21，22,朦朦胧胧，安胞之中。
巳集,6963,,数止矣。
巳集,6964,21，22,小宋应占，二子何得。
巳集,6965,21，22,物情得宜，春风桃李。
巳集,6966,62,天上玉书照，地下失英雄。
巳集,6967,40,有利无害，其人吉祥。
巳集,6968,68,老年生于，数有所致。
巳集,6969,,官至御史，荣归画堂。
巳集,6970,54,知心可托堪息肩，不必忧闷问往年。
巳集,6971,,数止矣。
巳集,6972,,解甲归田，文君当炉。
巳集,6973,57,数该生子。
巳集,6974,23，24,快乐无求，顺利图谋。
巳集,6975,31,吉亨之象，喜庆重来。
巳集,6976,,帝中一王侯，犀象军宣谋。
巳集,6977,77，78,劲节苍松，历霜不改。
巳集,6978,,造化颛蒙起，设帐训生徒。
巳集,6979,61,寿止矣。
巳集,6980,53,瑞气融和，景象非前。
巳集,6981,,甲子入户，春风重来。
巳集,6982,13，14,人间五个字，断送少年人。
巳集,6983,57，58,闭户静坐，避凶始宜。
巳集,6984,55，56,数该生子。
巳集,6985,,祖业难守，离祖兴家。
巳集,6986,63，64,南柯一梦。
巳集,6987,,温温恭人德，仁厚丈夫心。
巳集,6988,33,无边红紫，大地阳春。
巳集,6989,38,否泰相逢，大往小来。
巳集,6990,,已司空中色，方知色是空。
巳集,6991,61,南柯一梦，此年丧命。
巳集,6992,35,吉星照闺门，动止皆有则。
巳集,6993,,择贤无方，出身偏房。
巳集,6994,51,大数宜天命，加一是归期。
巳集,6995,37，38,柔能克刚，斟酌而行便有功。
巳集,6996,43，44,贵人相逢，事事有益。
巳集,6997,27，28,野酒香花处处香，风流常醉乐村庄。
巳集,6998,,受太上老君之诀，斩阴间邪鬼之魂。
巳集,6999,,性急作事是非多，倚赖高人奈若何。
巳集,7000,,命如文君，再嫁也美。
午集,7001,,羡君雁塔题名早，应在朝中作栋梁。
午集,7002,59，60,利见大人，赐我荣福。
午集,7003,,振祖宗箕裘，启后人厚业。
午集,7004,,上林花发千家锦，妆阁梅开万户香。
午集,7005,,为人心急性坚刚，威风凛凛志昂昂。
午集,7006,21，22,只说子春规啼过，谁知还在隔林柄。
午集,7007,,棠棣双双三五树，七枝七叶共树根。
午集,7008,,结发未完偕老愿，命中惟带一孤神。
午集,7009,,命带魁罡，兰房花谢。
午集,7010,75，76,坐山莫要频回顾，忽见南山有白云。
午集,7011,29，30,少年宜努力，老来徒悲伤。
午集,7012,15，16,浓阴之象，未悉晴明。
午集,7013,,其人寿穷数尽。
午集,7014,,前运不贫不贱，一生衣禄无忧。
午集,7015,51,腹蕴万卷书，足步青云时。
午集,7016,54,一石打通名利塞，剑光直射斗牛墟。
午集,7017,,土木之年进庠，金火之年恩贡。
午集,7018,,数有九子，得以送老。
午集,7019,45,囊中有物宜收拾，暗有群邪合伴谋。
午集,7020,23，24,花色不鲜因雨久，月华来现阴云多。
午集,7021,21,生子之年。
午集,7022,,老椿先被风吹折，暗自凄凉实悲伤。
午集,7023,,金鳞不是池中物，一遇风云便化龙。
午集,7024,,为人疏财重义，舍短从长为善。
午集,7025,,孔怀缘分少，孤雁往南飞。
午集,7026,36,一曰祯再曰拜。
午集,7027,59，60,晦气消除人事安，平安清吉福如常。
午集,7028,,钓而不网当仲尼。
午集,7029,,数有十子，送老为奇。
午集,7030,,问名虚难成，问利实有益。
午集,7031,,半帘风卷杨花舞，温饱晚年乐有余。
午集,7032,,万里乾坤双行李，百年世上只单衣。
午集,7033,,偷去三十六，减少兴家机。
午集,7034,81,涧边老松，偏耐风雨。
午集,7035,,一名真造化，名列国学中。
午集,7036,29，30,日行中天，阳回宇宙。
午集,7037,31，32,任谋密用宜潜藏，逆理非为恐见伤。
午集,7038,25，26,谋之克谐，纵横之徒无阻碍。
午集,7039,,结克未完偕老愿，夫妻再配得齐眉。
午集,7040,,金榜题名，方合此刻。
午集,7041,,阴阳照命，恩自九重。
午集,7042,,姊妹六人，方合此刻。
午集,7043,41，42,福星照耀，菱花绝尘。
午集,7044,,数有九子，得以送老。
午集,7045,,文星场畔有化龙，身着蓝袍入泮宫。
午集,7046,27，28,板桂蟾宫远，探珠出海波。
午集,7047,,祖宗厚业，受用终身。
午集,7048,,身居禅院地，亦得沐皇恩。
午集,7049,,兄弟四人，同象不同声。
午集,7050,,弦断再续，两度姻缘。
午集,7051,45，46,吉星相照，家室安宁。
午集,7052,,杜甫胸流三峡水，功名只许一青衿。
午集,7053,35,虑善而动，动无不臧。
午集,7054,47，48,飞符照命，闺中恐有是非来。
午集,7055,,入赘成婚，数由前定。
午集,7056,,大征出旅威赫赫，清光入阵志扬扬。
午集,7057,,为人舌直，肝胆安然。
午集,7058,16,阳气方升，飞龙在天。
午集,7059,16,阳春回谷，万物生辉。
午集,7060,,不图月殿扳丹桂，只效萧曹更名扬。
午集,7061,,休嗟荣辱生平事，老景安闲逸与高。
午集,7062,44,咸亨利贞，坤人吉庆。
午集,7063,,一生无大患，到底处安然。
午集,7064,,兄弟四人，中断离群。
午集,7065,,聪明果让人，早岁淹沉恨无恁。
午集,7066,51，52,石润苍松鼓晨钟，清风明月乐融融。
午集,7067,,操持未久鬓先斑，一点雄心尚未闹。
午集,7068,,阵列旌旗显，名威虎豹门。
午集,7069,40,斯时称孤子，方当不幸。
午集,7070,,布地金棠满，安享福无疆。
午集,7071,46,麟趾呈祥，天下文明。
午集,7072,13，14,福自天来，不由人造。
午集,7073,59，60,天地交泰上下志，同盛德业禄无穷。
午集,7074,47，48,千里之才，终朝知遇。
午集,7075,63,一年二顺，老来之荣。
午集,7076,45，46,至哉坤元，幽人贞吉。
午集,7077,21，22,如龙至渊，直上九霄。
午集,7078,59，60,似流之至，都自安然。
午集,7079,,莫以有女嫌数，中原无子息。
午集,7080,61,登科未迟，人随天意。
午集,7081,,亲生之子皆成梦，式谷之儿送我终。
午集,7082,25,红鸾相照。
午集,7083,,有分功名宜泮水，时来足下便生光。
午集,7084,27，28,时未至兮君宜守，发财发福自有期。
午集,7085,18,仙桃且图颜色鲜，嫩柳如今已发芽。
午集,7086,57，58,千里片帆轻，浪平波不惊。
午集,7087,81,九九且穷岁，金马招缠各有时。
午集,7088,50,韬谋超管乐，演艺胜孙吴。
午集,7089,37,暗室潜修，福照点头。
午集,7090,,逢猴之年方进步。
午集,7091,71，72,桑榆暮景荣，松柏耐岁寒。
午集,7092,41，42,堆金积玉，享福过入。
午集,7093,,宝镜生尘暗实多，欲要光明再重磨。
午集,7094,,襁褓呱呱已丧亲，泣血亲临承重恩。
午集,7095,63，64,解组谁逼，安度晚年。
午集,7096,31，32,见龙在田，利见大人。
午集,7097,,一子送老，挺秀之儿。
午集,7098,,篱菊舒独元亮光，江莼忽起季思情。
午集,7099,33，34,上苑花开向午艳，色逾鲜枝发叶荣。
午集,7100,25，26,云淡风轻，景物澄清。
午集,7101,,清清品格乐襟怀。
午集,7102,,借问一生身外事，遇丑之年是归期。
午集,7103,,此刻生人，死于金水之年方合。
午集,7104,,云山高耸，孤雁高飞。
午集,7105,35，36,温道鱼竿丝纶弱，钓得金鲸已上钩。
午集,7106,,有王佐之才，无管氏之望。
午集,7107,,有治世功名之望，无科甲两榜之荣。
午集,7108,33，34,步履无愆，先忧后喜。
午集,7109,47,灼灼宫花多喜喜，辉辉意气色扬扬。
午集,7110,47，48,德厚业广，运到平康。
午集,7111,35，36,漫道西湖好，人有路崎岖。
午集,7112,,壬子之科，乡试中式。
午集,7113,,厚礼福神之年着，若无若有其所欲。
午集,7114,,忧而不忧，堪笑盈亏。
午集,7115,24,金年克妻，水年再娶。
午集,7116,49，50,严霜坚冰，太阳一出便熏人。
午集,7117,53,勤俭持家衣禄足，晚年跨灶有儿郎。
午集,7118,46,人间欲避风波险，一日内波十二时。
午集,7119,36,顺利福相随，祸灾永不侵。
午集,7120,,金门听玉漏，新日皎冰壶。
午集,7121,55,蒙雨连夜落，先压一枝萱。
午集,7122,,聘妻未识妻，其妻先死之。
午集,7123,,兄弟四人，数有一贵。
午集,7124,47,生子之年。
午集,7125,80,寿元八旬足矣。
午集,7126,17,福寿安然，有为克济。
午集,7127,27，28,无意之得，先难后易。
午集,7128,37，38,皆因风雨多冷落，欲渡清溪欠便船。
午集,7129,,正妻不结子，副妻有两儿。
午集,7130,,美德持家，旺夫益子。
午集,7131,,乙酉之年，三场捷报。
午集,7132,48,名登黄甲。
午集,7133,25，26,花开正遇春三月，只遇犴风夜雨飘。
午集,7134,31,破财不利，大耗人命。
午集,7135,,三子送终，先天注定。
午集,7136,57，58,如入深山平，地涌出黄金。
午集,7137,,问名三旬年，垂手可得时。
午集,7138,,子来四旬外，得之始实果。
午集,7139,,三子送老，一子挺秀。
午集,7140,,命犯孤福，男子不齐。
午集,7141,40,至今赌不省，耗去许多金，
午集,7142,53，54,一乐之福，晚年足欲。
午集,7143,60,明月半窗虚，清风一枕凉。
午集,7144,23,春风满面，啾唧一空。
午集,7145,23,春风浩荡沾福厚，财禄于今亦自丰。
午集,7146,,正室无子，副室一儿。
午集,7147,41，42,英雄际会，时有可为。
午集,7148,16,数该生子。
午集,7149,71,今朝装束离尘去，一声长叹归白云。
午集,7150,,徒弟六人，得以送老。
午集,7151,,姊妹二人，同父不同母。
午集,7152,35，36,上山多费力，有树可板枝。
午集,7153,80,笑煞从前总是空，今朝别去又何如。
午集,7154,,本年火年，破财方合。
午集,7155,47，48,此时兴发，失少得多。
午集,7156,53,乡试中选。
午集,7157,34,进五退四，只得其一。
午集,7158,,金木之上，破财方合。
午集,7159,32，33,所亲者正人，所取者仁义。
午集,7160,45，46,好为他人，做嫁衣裳。
午集,7161,,注定坤人无姊妹，闺中独秀称大奇。
午集,7162,,轻投人爵修天爵，远寄青云伴白云。
午集,7163,23,一日晴明一日阴，阴晴无定好忧心。
午集,7164,,由孔孟而入孙吴，名成其身。
午集,7165,,命受两妻火命土命。
午集,7166,47,母赴瑶池，三年泣血。
午集,7167,,姊妹六人，前有数定。
午集,7168,,不幸二亲欠俱寿，自成自立苦伶仃。
午集,7169,,不堪耗散妇人手，区区有口不能言。
午集,7170,46,大数已定。
午集,7171,39，40,雨水初收日淡红，梅花香里逐春风。
午集,7172,35,命悬东壁上，西风落叶满天愁。
午集,7173,,终身数定荣枯事，梅花雪缀可知春。
午集,7174,29，30,知进知退，居安虑危。
午集,7175,,三雁同飞各一方。
午集,7176,32,将军逢桥断险路。
午集,7177,,借问一生身外事，遇鼠之年是归期。
午集,7178,32,严亲归西，人子向怙。
午集,7179,,数定无生子，单生一女傲成家。
午集,7180,51，52,松柏秀茂，仪表超群。
午集,7181,24,洞庭月色转西厢，箫声惜凤凰。
午集,7182,8,幼年失怙，莫大刑伤。
午集,7183,31，32,雪遍琼瑶白满楼，台高十丈主丧服。
午集,7184,,身有高人轻借力，一生衣禄永无忧。
午集,7185,26,鸳鸯飞水面，花落又花开。
午集,7186,31,急水孤舟，片时又遇打头风。
